,pre_skid,post_skid,pre_node,post_node,pre_pt_position_v3,post_pt_position_v3,pre_pt_position_v4,post_pt_position_v4,pre_pt_supervoxel_id,post_pt_supervoxel_id,pre_pt_root_id,post_pt_root_id
373,1633678,254329,18522699,18519670,[16105.96511628 92933.60465116  2218.        ],[16075.46511628 93136.60465116  2218.        ],"[16092.395348837206, 92962.81395348838, 2218.0]","[16058.680232558141, 93165.45930232559, 2218.0]",72553268764756665,72553268764751977,648518346497017240,648518346487504531
374,1633719,254329,18522708,18517748,[ 11603.56186047 105449.10697674   2616.        ],[ 11474.56209302 105463.10232558   2616.        ],"[11619.247441860469, 105432.17790697672, 2616.0]","[11489.374186046512, 105445.70465116281, 2616.0]",72412943794632253,72412943794621479,648518346501071209,648518346496059082
375,1633744,254329,18522713,18517952,[17539.34883721 99327.48837209  2528.        ],[17557.84883721 99444.48837209  2528.        ],"[17543.447674418603, 99310.47674418605, 2528.0]","[17562.197674418603, 99427.22674418605, 2528.0]",72623843801724481,72623843801722144,648518346487366073,648518346496059082
376,1633780,254329,18522721,18517739,[ 11453.06046512 105614.09767442   2685.        ],[ 11346.56046512 105635.10232558   2684.        ],"[11477.431395348844, 105601.79302325581, 2685.0]","[11371.241860465117, 105620.15930232563, 2684.0]",72412943794827583,72412943794791180,648518346501071209,648518346496059082
377,1633821,254329,18522730,18517461,[ 14026.94186047 101959.02325581   2891.        ],[ 13776.44186047 102087.02325581   2891.        ],"[14006.57558139535, 102000.31976744186, 2891.0]","[13761.82558139535, 102139.06976744186, 2891.0]",72483175234105059,72483175234109923,648518346486141124,648518346496059082
378,1633847,254329,18522736,18519395,[17488.70465116 93359.54186047  2506.        ],[17743.20465116 93454.54186047  2506.        ],"[17464.613953488366, 93309.62558139536, 2506.0]","[17713.363953488377, 93398.87558139536, 2506.0]",72623637643239762,72623637643237232,648518346496100925,648518346496059082
379,1633883,254329,18522744,18517345,[ 12388.19767442 106115.11627907   3341.        ],[ 12507.69767442 106143.11627907   3341.        ],"[12327.593023255815, 106162.34883720931, 3341.0]","[12443.343023255815, 106190.34883720931, 3341.0]",72483312941221654,72483312941223158,648518346496928228,648518346496059082
380,1633919,254329,18522752,18516334,[ 26702.91860465 105697.55813953   2717.        ],[ 26428.41860465 105775.55813953   2716.        ],"[26707.337209302328, 105724.61627906977, 2717.0]","[26424.337209302328, 105801.3662790698, 2716.0]",72975893815101890,72905525070909277,648518346488991501,648518346496059082
381,1633950,254329,18522760,18517981,[15502.8255814  99140.58139535  2536.        ],[15511.3255814  99035.58139535  2536.        ],"[15527.55232558139, 99105.82558139536, 2536.0]","[15532.226744186048, 98997.24418604652, 2536.0]",72553475057588385,72553475057575995,648518346500895849,648518346496059082
382,1633976,254329,18522766,18518553,[21047.1627907  96727.86046512  2472.        ],[21073.6627907  96869.86046512  2471.        ],"[20994.32558139535, 96686.97093023255, 2472.0]","[21026.57558139535, 96823.97093023258, 2471.0]",72764512570462719,72764512570457664,648518346494231291,648518346496059082
383,1634017,254329,18522775,18509475,[ 25884.75813953 104752.81395349   2839.        ],[ 25785.12325581 104894.25116279   2836.        ],"[25890.016279069772, 104784.37790697673, 2839.0]","[25790.746511627905, 104932.50232558142, 2836.0]",72905525138011225,72905525137990791,648518346520745270,648518346496059082
