,pre_skid,post_skid,pre_node,post_node,pre_pt_position_v3,post_pt_position_v3,pre_pt_position_v4,post_pt_position_v4,pre_pt_supervoxel_id,post_pt_supervoxel_id,pre_pt_root_id,post_pt_root_id
256,1116967,710143,16693462,16693459,[ 58133.58139535 105576.51860465   2881.        ],[ 58153.58139535 105746.51860465   2881.        ],"[58005.99418604652, 105707.55581395354, 2881.0]","[58037.32558139536, 105879.32441860472, 2881.0]",74031425044964397,74031425045006627,648518346509757242,648518346481055200
257,1116983,710143,16693466,15572559,[ 58380.29069767 105702.5          2905.        ],[ 58206.50465116 105693.24883721   2905.        ],"[58298.62209302326, 105824.5, 2905.0]","[58120.763953488386, 105816.74651162792, 2905.0]",74031425045034148,74031425045026777,648518346498472688,648518346481055200
258,1117064,710143,16693485,16693482,[ 58623.25116279 106155.           2934.        ],[ 58454.49767442 106249.75348837   2934.        ],"[58580.2534883721, 106229.75, 2934.0]","[58409.24302325582, 106324.26046511628, 2934.0]",74031425045112085,74031425045109394,648518346487869652,648518346481055200
259,1117085,710143,16693490,15572544,[ 58670.25116279 106466.75813953   2922.        ],[ 58312.75116279 106510.25581395   2922.        ],"[58657.2534883721, 106542.27441860465, 2922.0]","[58288.7546511628, 106592.27325581393, 2922.0]",74031493764535996,74031493764523197,648518346495874250,648518346481055200
260,1117132,710143,16693506,15572396,[ 59264.50697674 108307.26046512   1892.        ],[ 59059.00465116 108403.75813953   1892.        ],"[59181.02790697676, 108303.54186046513, 1892.0]","[58976.263953488386, 108401.02441860465, 1892.0]",74031493227616688,74031493227626447,648518346485981026,648518346481055200
261,1117143,710143,16693509,15572391,[ 59100.25581395 108113.25581395   1898.        ],[ 59198.75348837 108152.75348837   1898.        ],"[59016.767441860466, 108106.76744186049, 1898.0]","[59112.010465116306, 108144.76046511633, 1898.0]",74031493227646425,74031493227631682,648518346483360190,648518346481055200
262,1117179,710143,16693518,16693517,[ 59718.41627907 107922.90697674   1905.        ],[ 59494.25116279 108107.00465116   1905.        ],"[59632.49883720932, 107910.47093023255, 1905.0]","[59405.2534883721, 108098.76395348836, 1905.0]",74101861971893496,74101861971878271,648518346501741897,648518346481055200
263,1117201,710143,16693526,16693525,[ 59726.95116279 107693.65581395   1934.        ],[ 59986.25348837 107950.25581395   1934.        ],"[59665.15232558141, 107701.81162790698, 1934.0]","[59915.510465116306, 107960.51744186044, 1934.0]",74101862038648509,74101862038629782,648518346489293509,648518346481055200
264,1117227,710143,16693537,16693536,[ 59932.40465116 107816.09767442   1946.        ],[ 60172.66744186 107821.09302326   1945.        ],"[59865.21395348837, 107809.79302325581, 1946.0]","[60102.7523255814, 107814.02906976745, 1945.0]",74101862038650695,74101862038727395,648518346489293509,648518346481055200
265,1117244,710143,16693544,15572367,[ 60481.9        107727.12093023   1957.        ],[ 60484.00465116 107852.75348837   1957.        ],"[60424.700000000026, 107713.61279069768, 1957.0]","[60424.263953488386, 107840.01046511633, 1957.0]",74101862038765001,74101862038779200,648518346493968416,648518346481055200
