,id,created,superceded_id,valid,score,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
650,14325554,2022-11-17 14:28:59.843347+00:00,,t,28,73820387263405008,648518346504748934,73820387263392655,648518346494774179,[ 52743 108345   2341],[ 52773 108341   2341]
651,14325577,2022-11-17 14:28:59.843347+00:00,,t,36,73820387263361963,648518346483110846,73820387263383022,648518346494774179,[ 52809 107783   2333],[ 52819 107779   2335]
652,14325814,2022-11-17 14:28:59.843347+00:00,,t,41,73890756007544194,648518346494047479,73820387263325934,648518346494774179,[ 53267 107577   2318],[ 53247 107567   2320]
653,23119023,2022-11-17 14:28:59.843347+00:00,,t,39,73960987648534732,648518346497573110,73960987648524003,648518346494774179,[ 56855 103325   3052],[ 56889 103331   3053]
654,23119029,2022-11-17 14:28:59.843347+00:00,,t,35,73960987648523518,648518346497968794,73960987648505441,648518346494774179,[ 56893 102651   3047],[ 56901 102683   3047]
655,14325527,2022-11-17 14:28:59.843347+00:00,,t,27,73820387263385696,648518346509841865,73820387263390471,648518346494774179,[ 52753 108389   2336],[ 52757 108365   2337]
656,23119100,2022-11-17 14:28:59.843347+00:00,,t,38,73960987648428880,648518346504373740,73960987648423598,648518346494774179,[ 57019 102679   3014],[ 57011 102649   3014]
657,14362144,2022-11-17 14:28:59.843347+00:00,,t,33,74172162466225769,648518346497122476,74172162466247626,648518346494774179,[ 62337 105891   2768],[ 62317 105861   2769]
658,23119150,2022-11-17 14:28:59.843347+00:00,,t,47,73960987648444247,648518346511876543,73960987648433611,648518346494774179,[ 57043 102425   3016],[ 57083 102431   3017]
659,23119184,2022-11-17 14:28:59.843347+00:00,,t,15,73960987648579241,648518346511876543,73960987648558025,648518346494774179,[ 57105 103031   3068],[ 57123 103013   3068]
660,23119208,2022-11-17 14:28:59.843347+00:00,,t,42,73960987648563728,648518346491556776,73960987648579085,648518346494774179,[ 57163 102861   3067],[ 57165 102885   3067]
